session,created,modified,ended,expired,prpid,topic,group,plotx_01,plotx_02,plotx_03,plotx_04,plotx_05,plotx_06,plotx_07,plotx_08,plotx_09,plotx_10,plotx_11,plotx_12,plotx_13,plotx_14,plotx_15,plotx_16,plotx_17,plotx_18,plotx_19,plotx_20,itemo,conse,diffi_01,sensi_01,acccl_01,accu3_01,accov_01,infor_01,value_01,diffi_02,sensi_02,acccl_02,accu3_02,accov_02,infor_02,value_02,diffi_03,sensi_03,acccl_03,accu3_03,accov_03,infor_03,value_03,diffi_04,sensi_04,acccl_04,accu3_04,accov_04,infor_04,value_04,diffi_05,sensi_05,acccl_05,accu3_05,accov_05,infor_05,value_05,diffi_06,sensi_06,acccl_06,accu3_06,accov_06,infor_06,value_06,diffi_07,sensi_07,acccl_07,accu3_07,accov_07,infor_07,value_07,diffi_08,sensi_08,acccl_08,accu3_08,accov_08,infor_08,value_08,diffi_09,sensi_09,acccl_09,accu3_09,accov_09,infor_09,value_09,diffi_10,sensi_10,acccl_10,accu3_10,accov_10,infor_10,value_10,attention_check,diffi_11,sensi_11,acccl_11,accu3_11,accov_11,infor_11,value_11,diffi_12,sensi_12,acccl_12,accu3_12,accov_12,infor_12,value_12,diffi_13,sensi_13,acccl_13,accu3_13,accov_13,infor_13,value_13,diffi_14,sensi_14,acccl_14,accu3_14,accov_14,infor_14,value_14,diffi_15,sensi_15,acccl_15,accu3_15,accov_15,infor_15,value_15,diffi_16,sensi_16,acccl_16,accu3_16,accov_16,infor_16,value_16,diffi_17,sensi_17,acccl_17,accu3_17,accov_17,infor_17,value_17,diffi_18,sensi_18,acccl_18,accu3_18,accov_18,infor_18,value_18,diffi_19,sensi_19,acccl_19,accu3_19,accov_19,infor_19,value_19,diffi_20,sensi_20,acccl_20,accu3_20,accov_20,infor_20,value_20,check_01,check_02,umean_1x,umean_2x,umean_1y,umean_2y,uvary_2x,uvary_2y,uxaxs_1x,uyaxs_1x,uxaxs_1y,uyaxs_1y,mcstu,mcsto,mcsub,texpe,diffi,infor,value,check
0rndopRV3_JQkaO73dyYwxxZ1HKJsiaIghXimvYHXkInuV96WVI0VEHsl74nNfQK,2023-11-09T11:55:12Z,2023-11-09T12:11:59Z,2023-11-09T12:11:59Z,NA,5ea1965fc546e204bb568292,lesson_live_vs_video,eg_signaling_overlap,halfeye_xaxis_-0.5,halfeye_xaxis_-0.65,halfeye_yaxis_0.5,halfeye_yaxis_0.65,halfeye_yaxis_0.2,halfeye_yaxis_-0.5,halfeye_yaxis_0.8,halfeye_xaxis_0.65,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,halfeye_yaxis_-0.65,halfeye_yaxis_-0.2,halfeye_xaxis_0.5,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_0.35,halfeye_xaxis_-0.8,halfeye_xaxis_0.8,halfeye_yaxis_0.35,sensitivity_accuracy,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,4,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,4,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,4,NA,5,NA,-0.4,10,80,4,4,5,NA,-0.6,19,61,4,4,5,NA,-0.2,5,90,3,4,4,NA,0.4,10,80,4,4,3,NA,0.2,3,85,3,3,3,NA,-0.2,5,90,3,3,4,NA,0.4,0,80,4,4,2,NA,-0.6,10,75,4,3,5,NA,0.6,20,65,5,3,3,NA,0.2,0,90,3,3,3,NA,5,3,4,4,1,1,variation in group,test score,test score,variation in group,2,NA,3,1.5,3.85,3.7,3.75,NA
1-whIwjmG8pR1xBM6O5eqPJoi8KrEDslJnIV2PYGy599xwRX1kNguBpfsUSgtxjO,2023-11-09T14:38:31Z,2023-11-09T14:40:09Z,NA,NA,60480333637a5112beab32c3,lesson_live_vs_video,eg_signaling_overlap,halfeye_xaxis_0.2,halfeye_yaxis_-0.2,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_xaxis_0.65,halfeye_yaxis_0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.5,halfeye_yaxis_0.2,halfeye_xaxis_-0.5,halfeye_yaxis_0.65,halfeye_yaxis_0.35,halfeye_xaxis_0.35,halfeye_xaxis_0.8,halfeye_xaxis_-0.2,halfeye_yaxis_-0.8,halfeye_yaxis_-0.35,halfeye_yaxis_-0.65,halfeye_xaxis_0.5,halfeye_xaxis_-0.65,sensitivity_accuracy,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1AwXR7bgG43zm3VuQIkIc5Z1Xt0CRtJdAaDOjE7bFySf9KcCuzCUZD4SE3EHJHgs,2023-11-10T18:17:45Z,2023-11-10T18:31:05Z,2023-11-10T18:31:05Z,NA,60400327a152361b2838dcc3,video_withsub_vs_without,eg_signaling_overlap,halfeye_xaxis_-0.65,halfeye_yaxis_0.35,halfeye_xaxis_-0.8,halfeye_yaxis_0.5,halfeye_xaxis_0.35,halfeye_yaxis_0.65,halfeye_yaxis_-0.65,halfeye_yaxis_-0.2,halfeye_xaxis_0.2,halfeye_xaxis_-0.35,halfeye_xaxis_0.5,halfeye_xaxis_-0.5,halfeye_xaxis_-0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.35,halfeye_yaxis_0.2,halfeye_xaxis_0.65,halfeye_yaxis_-0.5,halfeye_yaxis_-0.8,halfeye_xaxis_0.8,sensitivity_accuracy,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,4,NA,5,NA,0.8,20,60,4,4,4,NA,-0.6,20,60,4,4,4,NA,0,5,95,4,4,4,NA,0.8,20,80,4,5,3,NA,-0.6,5,95,4,4,4,NA,0.2,5,95,4,4,4,NA,0.8,20,80,4,5,4,NA,-0.6,15,85,4,5,4,NA,-0.8,25,75,4,5,5,NA,0.8,25,75,5,5,4,NA,5,3,2,5,2,1,no idea,knowledge test score,knowledge test score,no idea,6,Vocational education across varying sites,"1, 4",21,4.05,4.15,4.35,NA
1J70aCuc2vmAmitIEBnY0egyN-NJfBJtgdgdVH4npHBgHPl-KgTSIquI6d4rfYVV,2023-11-10T17:07:53Z,2023-11-10T17:39:26Z,2023-11-10T17:39:26Z,NA,5f22bdb732432502a2615f3f,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_0.35,halfeye_yaxis_-0.8,halfeye_xaxis_-0.5,halfeye_xaxis_0.5,halfeye_yaxis_0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.2,halfeye_xaxis_-0.65,halfeye_xaxis_0.8,halfeye_xaxis_0.65,halfeye_xaxis_-0.8,halfeye_yaxis_-0.5,halfeye_yaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.5,halfeye_yaxis_-0.35,halfeye_yaxis_-0.65,halfeye_yaxis_-0.2,accuracy_sensitivity,1,5,NA,0,53,12,5,6,5,NA,-0.2,41,95,5,6,4,NA,0.2,56,91,5,6,4,NA,-0.2,30,75,6,6,4,NA,-0.2,30,89,6,6,4,NA,0.2,60,91,5,6,5,NA,0.2,61,80,6,6,3,NA,0.2,55,90,6,6,5,NA,0.2,55,95,6,6,6,NA,-0.4,30,70,6,6,NA,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,3,NA,5,3,2,5,1,1,number of students (frequency of scores),knowledge test scores,knowledge test scores,frequency of test scores (number of students scoring each test score),1,NA,2,8,5.2,5.3,5.95,NA
1JyY8dtUqMOPG9A8jZQlChMBcGClcCXcl6xGvg7nNsS9XMwBUPaf3HNmcVzphzAX,2023-11-09T18:32:22Z,2023-11-09T18:41:59Z,NA,NA,5ecbe220d068807a5425c4de,reading_digital_vs_analog,eg_signaling_overlap,halfeye_yaxis_-0.5,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,halfeye_xaxis_-0.8,halfeye_xaxis_-0.65,halfeye_yaxis_-0.65,halfeye_xaxis_0.2,halfeye_xaxis_0.65,halfeye_xaxis_-0.5,halfeye_yaxis_0.2,halfeye_xaxis_0.35,halfeye_yaxis_0.35,halfeye_yaxis_0.5,halfeye_xaxis_0.5,halfeye_yaxis_0.65,halfeye_yaxis_-0.2,halfeye_yaxis_-0.8,halfeye_xaxis_-0.2,halfeye_yaxis_0.8,sensitivity_accuracy,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,2,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1dAMGliGPuwoJ4aU7vGTtDqBFRogdfopktE-VzdrHL_k9ouw-fVM1nBStmUdi04y,2023-11-09T16:38:55Z,2023-11-09T16:39:28Z,NA,NA,5fd4d10b2f970406fe63ad96,lesson_live_vs_video,cg,halfeye_yaxis_-0.2,halfeye_yaxis_-0.35,halfeye_yaxis_-0.8,halfeye_yaxis_0.8,halfeye_xaxis_-0.2,halfeye_yaxis_0.5,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_xaxis_-0.5,halfeye_xaxis_-0.8,halfeye_yaxis_0.2,halfeye_xaxis_0.65,halfeye_xaxis_-0.35,halfeye_xaxis_0.5,halfeye_xaxis_0.2,halfeye_xaxis_0.35,halfeye_xaxis_-0.65,halfeye_yaxis_-0.65,halfeye_yaxis_-0.5,halfeye_xaxis_0.8,accuracy_sensitivity,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1elNwXmCn6nj2P_YyFBI1qrSjNAEZ0xQoIGQebu0D3Ldlf5dIJftI62uz8vIcw0E,2023-11-09T13:08:54Z,2023-11-09T13:10:24Z,NA,NA,5e957b3740aaf48f56b24c7d,experiment_simulation_vs_lab,eg_benchmark,halfeye_xaxis_0.5,halfeye_yaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_0.2,halfeye_xaxis_-0.5,halfeye_xaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_-0.8,halfeye_yaxis_-0.2,halfeye_yaxis_-0.8,halfeye_xaxis_0.65,halfeye_yaxis_-0.5,halfeye_yaxis_-0.65,halfeye_xaxis_-0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.35,halfeye_xaxis_-0.65,halfeye_yaxis_0.65,halfeye_xaxis_-0.35,accuracy_sensitivity,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1o2LwyC3S2zRJY03ZZvJ24DFzEP2h0c2gl3R_oJs6IQKroQf2bIK6lN0Lag1j53G,2023-11-09T14:01:55Z,2023-11-09T14:02:17Z,NA,NA,5d4d9ea8c088850019ec5b32,lesson_live_vs_video,eg_signaling_u3,halfeye_xaxis_0.65,halfeye_yaxis_-0.2,halfeye_yaxis_-0.65,halfeye_yaxis_0.65,halfeye_yaxis_-0.35,halfeye_xaxis_0.5,halfeye_yaxis_-0.5,halfeye_xaxis_0.8,halfeye_yaxis_0.2,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.35,halfeye_yaxis_0.5,halfeye_xaxis_0.2,halfeye_xaxis_0.35,halfeye_yaxis_0.8,halfeye_xaxis_-0.2,halfeye_xaxis_-0.8,halfeye_xaxis_-0.65,halfeye_xaxis_-0.5,sensitivity_accuracy,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21uhTp_xY56piYWRJYJrYRunV-oSV6NTr7P4AmrAbMx3IS9u5KkX8Fih3xyTe5UM,2023-11-09T17:00:12Z,2023-11-09T17:20:23Z,2023-11-09T17:20:23Z,NA,5a4e68fb30adf7000106fc6f,experiment_simulation_vs_lab,cg,halfeye_yaxis_-0.2,halfeye_yaxis_-0.65,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_yaxis_0.2,halfeye_xaxis_0.65,halfeye_yaxis_0.5,halfeye_xaxis_0.5,halfeye_yaxis_0.35,halfeye_xaxis_0.35,halfeye_xaxis_-0.2,halfeye_xaxis_0.2,halfeye_xaxis_-0.8,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.65,halfeye_yaxis_-0.35,halfeye_yaxis_-0.8,halfeye_xaxis_-0.5,halfeye_yaxis_0.8,accuracy_sensitivity,1,7,NA,-0.2,2,98,6,6,6,NA,-0.2,4,96,6,6,7,NA,-0.2,4,96,5,5,4,NA,-0.2,30,80,4,4,5,NA,0.4,60,90,5,5,5,NA,0.4,75,75,5,5,6,NA,0.4,65,60,5,5,5,NA,0.4,65,80,5,5,5,NA,0.2,60,75,5,5,6,NA,0.2,60,80,5,5,NA,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,NA,NA,5,3,2,5,1,1,Number of students,Test scores,Test score,Number of students,1,NA,3,2,5.45,5.05,5.05,NA
2CZtRfgUDrcwU5rxuWyIwDPVl5s5DQ6W6V4fA5crCVYcQDjmGD1xtIUuOQJWGzvh,2023-11-13T08:12:38Z,2023-11-13T08:30:42Z,2023-11-13T08:30:42Z,NA,57d8de67011c350001353afe,video_withsub_vs_without,eg_signaling_overlap,halfeye_xaxis_0.2,halfeye_yaxis_0.5,halfeye_xaxis_0.65,halfeye_xaxis_-0.5,halfeye_yaxis_-0.5,halfeye_xaxis_-0.35,halfeye_xaxis_-0.65,halfeye_yaxis_-0.8,halfeye_xaxis_0.35,halfeye_yaxis_0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.8,halfeye_yaxis_-0.2,halfeye_xaxis_-0.2,halfeye_xaxis_0.5,halfeye_yaxis_-0.35,halfeye_xaxis_0.8,halfeye_xaxis_-0.8,halfeye_yaxis_0.2,halfeye_yaxis_-0.65,sensitivity_accuracy,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,1,NA,2,NA,0.2,10,95,1,2,2,NA,0.4,6,80,2,3,3,NA,-0.2,0,95,2,3,2,NA,-0.2,0,95,2,3,2,NA,0.2,10,80,2,3,3,NA,-0.2,0,90,2,3,3,NA,0.4,20,75,2,3,3,NA,0.4,0,75,2,3,3,NA,-0.2,5,95,2,3,3,NA,-0.2,0,75,2,3,2,NA,5,3,2,5,1,1,Number of students receiving a given score,score received in the test,scores received in the test,number of students receiving a given score,1,NA,"1, 2, 3, 4",16,2.3,1.95,1.95,NA
2HbX5q8h19NGQx97xB7esQMMOuUthGkEv3bGhEI-NWr0n_MJx9Z3_rkWu1z6zaA5,2023-11-13T09:34:52Z,2023-11-13T09:59:19Z,2023-11-13T09:59:19Z,NA,5975b7f8a3148900010a0236,experiment_simulation_vs_lab,cg,halfeye_yaxis_0.8,halfeye_xaxis_-0.8,halfeye_xaxis_-0.65,halfeye_yaxis_0.65,halfeye_yaxis_0.5,halfeye_xaxis_0.35,halfeye_yaxis_-0.8,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_yaxis_-0.35,halfeye_xaxis_0.65,halfeye_xaxis_-0.5,halfeye_yaxis_0.35,halfeye_yaxis_-0.2,halfeye_yaxis_-0.65,halfeye_yaxis_-0.5,halfeye_xaxis_0.5,halfeye_xaxis_-0.35,halfeye_xaxis_0.8,halfeye_yaxis_0.2,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,NA,5,NA,0.4,25,25,5,5,5,NA,-0.2,20,25,5,5,5,NA,0.4,20,25,5,5,5,NA,0,20,25,5,5,5,NA,-0.4,25,20,5,5,5,NA,-0.4,25,25,5,5,5,NA,0.4,25,25,5,5,5,NA,-0.2,25,25,5,5,5,NA,0.6,25,25,5,5,5,NA,0.4,25,25,5,5,NA,NA,5,3,2,5,1,1,how many people achieved that score,the test scores,the test scores,the number of people who achieved that score,1,NA,"1, 2, 3, 4",18,4.85,4.85,4.85,NA
2PBkoGpvXnwBqzwqAG-1OV-y80neEx5otg1o164Deg7zIGU1ID7EuFqsN53kFQbw,2023-11-13T09:32:58Z,2023-11-13T09:55:28Z,2023-11-13T09:55:28Z,NA,60017e06ec9b1e03b7f52c62,reading_digital_vs_analog,cg,halfeye_yaxis_0.2,halfeye_yaxis_-0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.5,halfeye_yaxis_-0.2,halfeye_xaxis_-0.65,halfeye_yaxis_-0.5,halfeye_xaxis_-0.5,halfeye_yaxis_0.8,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.5,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_yaxis_-0.35,halfeye_xaxis_0.65,halfeye_yaxis_0.65,halfeye_yaxis_-0.65,halfeye_yaxis_0.35,halfeye_xaxis_-0.8,accuracy_sensitivity,1,6,NA,0.2,53,97,6,6,5,NA,-0.4,33,75,5,6,6,NA,0.2,53,97,6,6,6,NA,0.2,53,78,6,5,5,NA,-0.2,48,92,6,6,5,NA,-0.4,33,75,5,6,5,NA,-0.2,45,84,6,5,6,NA,-0.2,36,90,6,5,6,NA,0.4,65,75,7,6,7,NA,0.4,70,75,7,6,NA,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,6,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,6,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,7,6,NA,NA,5,3,2,5,1,1,Frequency of each score,The scores on the knowledge test,The scores of the knowledge test,The frequency of each score,6,University,3,4,5.65,5.95,5.6,NA
